genre,playlist_id,playlist_name,track_id,track_name,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Suomi,4JJWQQQcOhg4roMqcGQyWe,Psytrance Guide: Suomi,7MctBymYZqafCXDGhPaY1h,Natto License,Puoskari,0.552,0.972,0,-7.067,1,0.0346,2.57e-5,0.932,0.0667,0.537,150.017
Suomi,4JJWQQQcOhg4roMqcGQyWe,Psytrance Guide: Suomi,61xLV4xq7SRHQDPL5qM1U5,Käpälämäki,James Reipas,0.664,0.798,2,-5.686,1,0.0524,0.00757,0.493,0.176,0.279,142.016
Suomi,4JJWQQQcOhg4roMqcGQyWe,Psytrance Guide: Suomi,5QAx0fMesCK02IUo8cTRaP,Humboogie,Puoskari,0.618,0.928,7,-9.848,1,0.0611,8.08e-4,0.626,0.117,0.814,147.996
Suomi,4JJWQQQcOhg4roMqcGQyWe,Psytrance Guide: Suomi,1NjQsDPD2TpYIsOnGnhRaz,Narkpsy,Texas Faggott,0.464,0.921,2,-7.53,1,0.0389,3.47e-6,0.852,0.0541,0.748,156.001
Suomi,4JJWQQQcOhg4roMqcGQyWe,Psytrance Guide: Suomi,2LsDyP0vNDxOXFUZMuKLNl,Disco Doctor,Troll Scientists,0.67,0.994,6,-6.518,1,0.113,0.0211,0.86,0.126,0.494,142.007
Suomi,4JJWQQQcOhg4roMqcGQyWe,Psytrance Guide: Suomi,4lhvega9VBNX8j5Lft2eEw,Berghäll Vortex,Mullet Mohawk,0.593,0.925,11,-7.264,0,0.0645,7.32e-4,0.5,0.0388,0.625,146.001
Suomi,4JJWQQQcOhg4roMqcGQyWe,Psytrance Guide: Suomi,1bNqusN5BoPxw8EkjPokHK,Spugemon On Acid - Original Mix,Various Artists,0.601,0.988,11,-5.213,1,0.0577,1.99e-4,0.705,0.781,0.92,160.019
Suomi,4JJWQQQcOhg4roMqcGQyWe,Psytrance Guide: Suomi,5jtCrX6oBr2HxNQfPTgPqG,Alnitak Sunrise,Nebula Meltdown,0.558,0.964,7,-7.343,1,0.0419,0.0125,0.875,0.111,0.668,147.011
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,6Srf7Tl2Tk2iTihGIwwAiU,High Above the Clouds,Astronaut Ape,0.559,0.952,5,-7.146,1,0.0389,0.039,0.925,0.111,0.486,99.997
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,5QXUOvzrw5yeZBY9zMmcSk,Pro Temporo,Flucturion 2.0,0.539,0.842,6,-7.711,0,0.0393,0.0106,0.765,0.159,0.0779,109.997
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,6YHaU9nrDaB7VhhwtyhyP0,Azymuth,Man With No Name,0.611,0.945,7,-10.838,1,0.0504,0.00199,0.878,0.121,0.471,196.035
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,3AaHovKbh7k6tK8ZIHZwzk,From Metariel - Original Mix,Twin Shape,0.568,0.835,5,-9.506,1,0.0392,0.0165,0.845,0.0823,0.294,119.98
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,2ylqy9gfThfzcRAebJCA1G,Fahrenheit (Long Edit),Asura,0.502,0.862,5,-6.694,0,0.0353,0.0318,0.526,0.166,0.0682,99.994
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,4331dFkuDuFPGXURC7ZjbT,Ambient Galaxy - Disco Valley Mix,Astral Projection,0.571,0.981,7,-9.417,1,0.0436,0.175,0.895,0.135,0.355,139.992
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,3lmOEpH1o9Zu9wc6auDj6h,Returning Home,E-Mantra,0.57,0.702,10,-7.832,0,0.0503,0.0216,0.928,0.113,0.333,89.995
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,7MZLPKriK0CMy6a0ovE1Ca,Supersede,Carbon Based Lifeforms,0.548,0.532,7,-12.246,1,0.0313,0.171,0.838,0.079,0.038,99.994
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,5NLyUWTyTHZYEZxGjOo3aN,Hope,AES DANA,0.481,0.436,9,-14.142,1,0.0336,0.159,0.883,0.0884,0.0518,163.996
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,6tbYNvsJLTfcK0SpJ2LDv3,Pashupati,Dhamika,0.521,0.501,4,-12.301,0,0.0317,3.27e-4,0.886,0.113,0.0399,90.001
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,13SuN5JSHhX0XlBF1Mj7e2,Nomad,Suduaya,0.474,0.54,6,-10.946,0,0.0256,0.00682,0.888,0.128,0.174,75.013
Psychill,5bureHLe8RGJoak8ARvsDt,Psytrance Guide: Psychill,2KC3X83hlZcC2Q68t9HfC0,That Old Sin,Various Artists,0.557,0.677,1,-12.661,1,0.0305,0.00342,0.928,0.0894,0.0306,99.997
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,1Qq3prahymiO6FlKoT7JPC,Breathing Place,Vibrasphere,0.553,0.815,8,-7.884,1,0.0336,0.00412,0.833,0.102,0.529,134.005
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,2VD2AthBaeEDWBRhHm136i,Odysseus Under The Old Tree,Koan,0.58,0.716,7,-8.109,1,0.0338,0.0215,0.813,0.277,0.0825,89.949
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,5pmNCaxzcpq1dvLNCyXx79,Set Theory,Carbon Based Lifeforms,0.305,0.4,4,-17.081,0,0.104,0.759,0.874,0.0811,0.0388,179.974
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,7LeVg0OTUZoUBEEc6kKSzi,Everlasting,Asura,0.458,0.515,4,-9.68,1,0.034,0.002,0.933,0.099,0.0799,132.037
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,2Cu1h4sZPjn3TqFFFNSGo8,Cellular Memory,Suduaya,0.507,0.606,4,-9.234,0,0.0285,0.00776,0.86,0.056,0.048,91.007
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,55dTGFAQ8o9pRXIKflfEpI,Handfasting (Magic Wedding),Sysyphe,0.445,0.693,4,-11.939,0,0.0481,0.0305,0.835,0.382,0.25,189.896
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,0gBDL6QySySv03UCgvadhb,Time to Leave,Kyoto,0.747,0.474,9,-10.173,0,0.0284,0.178,0.883,0.0922,0.176,109.987
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,44JL7eQyRezLKcw8SF7USw,Oleander - Phutureprimitive Symbiotic Remix,Bluetech,0.657,0.606,6,-9.753,0,0.0483,0.671,0.928,0.162,0.2,170.001
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,1pM92BjUukLvvQvYFynh6L,Borderline - Remastered,AES DANA,0.655,0.533,10,-12.011,0,0.038,0.0242,0.856,0.106,0.0726,115.024
Chillout,48oZeMiO86UmdejumrFZf6,Psytrance Guide: Chillout,6HJH2v5BIqpKW34nsLV1O7,The Queen of All Everything,Ott,0.544,0.524,11,-10.96,0,0.0285,0.0944,0.674,0.115,0.0991,134.042
